ATC_code,Libellé français
B01AA11,tioclomarol
B01AA12,fluindione
B01AB,groupe de l'héparine
B01AB01,héparine
B01AB02,antithrombine III
B01AB04,daltéparine
B01AB05,énoxaparine
B01AB06,nadroparine
B01AB07,parnaparine
B01AB08,réviparine
B01AB09,danaparoïde
B01AB10,tinzaparine
B01AB11,sulodexide
B01AB12,bémiparine
B01AB51,héparine en association
B01AC,inhibiteurs de l'agrégation plaquettaire sauf héparine
B01AC01,ditazole
B01AC02,cloricromen
B01AC03,picotamide
B01AC04,clopidogrel
B01AC05,ticlopidine
B01AC06,acide acétylsalicylique
B01AC07,dipyridamole
B01AC08,carbasalate de calcium
B01AC09,époprosténol
B01AC10,indobufène
B01AC11,iloprost
B01AC13,abciximab
B01AC15,aloxiprine
B01AC16,eptifibatide
B01AC17,tirofiban
B01AC18,triflusal
B01AC19,béraprost
B01AC21,tréprostinil
B01AC22,prasugrel
B01AC23,cilostazol
B01AC24,ticagrélor
B01AC25,cangrélor
B01AC26,vorapaxar
B01AC27,sélexipag
B01AC28,limaprost
B01AC30,associations (inhibiteurs de l'agrégation plaquettaire sauf héparine)
B01AC56,acide acétylsalicylique en association avec les inhibiteurs de la pompe à proton
B01AD,enzymes
B01AD01,streptokinase
B01AD02,altéplase
B01AD03,anistréplase
B01AD04,urokinase
B01AD05,fibrinolysine
B01AD06,brinase
B01AD07,rétéplase
B01AD08,saruplase
B01AD09,ancrod
B01AD10,drotrécogine alfa (activée)
B01AD11,ténectéplase
B01AD12,protéine C
B01AD13,apadamtase alfa et cinaxadamtase alfa
B01AE,inhibiteurs directs de la thrombine
B01AE01,désirudine
B01AE02,lépirudine
B01AE03,argatroban
B01AE04,mélagatran
B01AE05,ximélagatran
B01AE06,bivalirudine
B01AE07,dabigatran étexilate
B01AF,inhibiteurs directs du facteur Xa
B01AF01,rivaroxaban
B01AF02,apixaban
B01AF03,édoxaban
B01AF04,bétrixaban
B01AF51,rivaroxaban et acide acétylsalicylique
B01AX,autres antithrombotiques
B01AX01,défibrotide
B01AX04,sulfate de dermatan
B01AX05,fondaparinux
B01AX07,caplacizumab
B02,antihémorragiques
B02A,antifibrinolytiques
B02AA,acides aminés
B02AA01,acide aminocaproïque
B02AA02,acide tranéxamique
B02AA03,acide aminométhylbenzoïque
B02AB,inhibiteurs de protéinases
B02AB01,aprotinine
B02AB02,alfa 1 antitrypsine
B02AB04,camostat
B02AB05,ulinastatine
B02B,vitamine K et autres hémostatiques
B02BA,vitamine K
B02BA01,phytoménadione
B02BA02,ménadione
B02BB,fibrinogène
B02BB01,fibrinogène humain
B02BC,hémostatiques locaux
B02BC01,éponge de gélatine absorbable
B02BC02,cellulose oxydée
B02BC03,acide tétragalacturonique hydroxyméthylester
B02BC05,adrénalone
B02BC06,thrombine
B02BC07,collagène
B02BC08,alginate de calcium
B02BC09,épinéphrine
B02BC30,associations (hémostatiques locaux)
B02BD,facteurs de la coagulation sanguine
B02BD01,"facteurs de coagulation IX, II, VII et X en association"
B02BD02,facteur VIII de coagulation
B02BD03,facteurs de coagulation ayant une activité court-circuitant l'inhibiteur du facteur VIII
B02BD04,facteur IX de coagulation
B02BD05,facteur VII de coagulation
B02BD06,facteur Von Willebrand et facteur VIII de coagulation en association
B02BD07,facteur XIII de coagulation
B02BD08,facteur VIIa de coagulation
B02BD10,facteur Von Willebrand
B02BD11,catridécacog
B02BD13,facteur X de coagulation
B02BD14,susoctocog alfa
B02BD15,valoctocogène roxaparvovec
B02BD16,étranacogène dézaparvovec
B02BD30,thrombine
B02BX,autres hémostatiques systémiques
B02BX01,étamsylate
B02BX02,carbazochrome
B02BX03,batroxobine
B02BX04,romiplostim
B02BX05,eltrombopag
B02BX06,émicizumab
B02BX07,lusutrombopag
B02BX08,avatrombopag
B02BX09,fostamatinib
B02BX10,concizumab
B03,préparations anti-anémiques
B03A,préparations à base de fer
B03AA,"fer bivalent, préparations orales"
B03AA01,sulfate ferreux-glycine
B03AA02,fumarate ferreux
B03AA03,gluconate ferreux
B03AA04,carbonate ferreux
B03AA05,chlorure ferreux
B03AA06,succinate ferreux
B03AA07,sulfate ferreux
B03AA08,tartrate ferreux
B03AA09,aspartate ferreux
B03AA10,ascorbate ferreux
B03AA11,iodure ferreux
B03AA12,citrate de sodium ferreux
B03AB,"fer trivalent, préparations orales"
B03AB01,citrate de fer sodique
B03AB02,oxyde de fer sucré
B03AB03,édétate de fer sodique
B03AB04,hydroxyde ferrique
B03AB05,complexes oxyde ferrique polymaltose
B03AB07,complexe fer-sulfate de chondroïtine
B03AB08,acétyl transferrine ferrique
B03AB09,protéinosuccinylate ferrique
B03AB10,maltol ferrique
B03AC,"fer, préparations parentérales"
B03AD,fer en association avec l'acide folique
B03AD01,complexe d'acides aminés ferreux et acide folique
B03AD02,fumarate ferreux et acide folique
B03AD03,sulfate ferreux et acide folique
B03AD04,complexes oxyde ferrique polymaltose et acide folique
B03AD05,gluconate ferreux et acide folique
B03AE,fer dans d'autres associations
B03AE01,"fer, vitamine B12 et acide folique"
B03AE02,"fer, polyvitamines et acide folique"
B03AE03,fer et polyvitamines
B03AE04,"fer, polyvitamines et minéraux"
B03AE10,associations diverses (fer dans d'autres associations)
B03B,vitamine B12 et acide folique
B03BA,vitamine B12 (cyanocobalamine et analogues)
B03BA01,cyanocobalamine
B03BA02,complexe cyanocobalamine-tanin
B03BA03,hydroxocobalamine
B03BA04,cobamamide
B03BA05,mécobalamine
B03BA51,cyanocobalamine en association
B03BA53,hydroxocobalamine en association
B03BB,acide folique et dérivés
B03BB01,acide folique
B03BB51,acide folique en asssociation
B03X,autres préparations anti-anémiques
B03XA,autres préparations anti-anémiques
B03XA01,érythropoïétine
B03XA02,darbépoétine alfa
B03XA03,méthoxy polyéthylène glycol-époétine bêta
B03XA04,péginésatide
B03XA05,roxadustat
B03XA06,luspatercept
B03XA07,daprodustat
B03XA08,vadadustat
B05,substituts du sang et solutions de perfusion
B05A,sang et produits dérivés
B05AA,substituts du sang et fractions protéiques plasmatiques
B05AA01,albumine
B05AA02,autres fractions protéiques plasmatiques
B05AA03,substituts du sang fluorocarbonés
B05AA05,dextran
B05AA06,gélatines
B05AA07,hydroxyéthylamidon
B05AA08,hémoglobine crosfumaril
B05AA09,hémoglobine raffimère
B05AA10,hémoglobine glutamer (bovine)
B05AX,autres produits sanguins
B05AX01,érythrocytes
B05AX02,thrombocytes
B05AX03,plasma sanguin
B05AX04,cellules souches du sang du cordon ombilical
B05B,solutions intraveineuses
B05BA,solutions pour nutrition parentérale
B05BA01,acides aminés
B05BA02,émulsions lipidiques
B05BA03,glucides
B05BA04,hydrolysats de protéines
B05BA10,associations (solutions pour nutrition parentérale)
B05BB,solutions modifiant le bilan électrolytique
B05BB01,électrolytes
B05BB02,électrolytes avec glucides
B05BB03,trométamol
B05BB04,électrolytes en association avec d'autres substances
B05BC,solutions produisant une diurése osmotique
B05BC01,mannitol
B05BC02,urée
B05C,solutions d'irrigation
B05CA,anti-infectieux
B05CA01,cétylpyridinium
B05CA02,chlorhexidine
B05CA03,nitrofurazone
B05CA04,sulfaméthizole
B05CA05,taurolidine
B05CA06,acide mandélique
B05CA07,noxytioline
B05CA08,lactate d'éthacridine
B05CA09,néomycine
B05CA10,associations (anti-infectieux)
B05CB,solutions salines
B05CB01,chlorure de sodium
B05CB02,citrate de sodium
B05CB03,citrate de magnésium
B05CB04,bicarbonate de sodium
B05CB10,associations (solutions salines)
B05CX,autres solutions d'irrigation
B05CX01,glucose
B05CX02,sorbitol
B05CX03,glycine
B05CX04,mannitol
B05CX10,associations (autres solutions d'irrigation)
B05D,solutions pour dialyse péritonéale
B05DA,solutions isotoniques
B05DB,solutions hypertoniques
B05X,additifs pour solutions intraveineuses
B05XA,solutions d'électrolytes
B05XA01,chlorure de potassium
B05XA02,bicarbonate de sodium
B05XA03,chlorure de sodium
B05XA04,chlorure d'ammonium
B05XA05,sulfate de magnésium
B05XA06,"phosphate de potassium, associations avec d'autres sels de potassium incluses"
B05XA07,chlorure de calcium
B05XA08,acétate de sodium
B05XA09,phosphate de sodium
B05XA10,phosphate de magnésium
B05XA11,chlorure de magnésium
B05XA12,chlorure de zinc
B05XA13,acide chlorhydrique
B05XA14,glycérophosphate de sodium
B05XA15,lactate de potassium
B05XA16,solutions cardioplégiques
B05XA17,acétate de potassium
B05XA18,sulfate de zinc
B05XA19,gluconate de calcium
B05XA20,sélénite de sodium
B05XA30,associations d'électrolytes
B05XA31,électrolytes en association avec d'autres substances
B05XB,acides aminés
B05XB01,chlorhydrate d'arginine
B05XB02,alanyl glutamine
B05XB03,lysine
B05XC,vitamines
B05XX,autres additifs pour solutions intraveineuses
B05XX02,trométamol
B05Z,solutions pour hémodialyse et hémofiltration
B05ZA,concentrés pour hémodialyse
B05ZB,solutions pour hémofiltration
B06,autres médicaments utilisés en hématologie
B06A,autres médicaments utilisés en hématologie
B06AA,enzymes
B06AA02,fibrinolysine et désoxyribonucléase
B06AA03,hyaluronidase
B06AA04,chymotrypsine
B06AA07,trypsine
B06AA10,désoxyribonucléase
B06AA55,streptokinase en association
B06AB,médicaments dérivés de l'hème
B06AB01,hémine
B06AC,médicaments utilisés dans l'angioedème héréditaire
B06AC01,"inhibiteur de C1, dérivé plasmatique"
B06AC02,icatibant
B06AC03,écallantide
B06AC04,conestat alfa
B06AC05,lanadélumab
B06AC06,bérotralstat
B06AX,autres médicaments utilisés en hématologie
B06AX01,crizanlizumab
B06AX02,bétibéglogène autotemcel
B06AX03,voxélotor
B06AX04,mitapivat
B06AX05,exagamglogène autotemcel
C,système cardiovasculaire
C01,thérapie cardiaque
C01A,glucosides cardiotoniques
C01AA,glucosides de la digitale
C01AA01,acétyldigitoxine
C01AA02,acétyldigoxine
C01AA03,feuilles de digitale
C01AA04,digitoxine
C01AA05,digoxine
C01AA06,lanatoside C
C01AA07,deslanoside
C01AA08,métildigoxine
C01AA09,gitoformate
C01AA52,acétyldigoxine en association
C01AB,glucosides de la scille
C01AB01,proscillaridine
C01AB51,proscillaridine en association
C01AC,glucosides du Strophantus
C01AC01,ouabaïne
C01AC03,cymarine
C01AX,autres glucosides cardiotoniques
C01AX02,péruvoside
C01B,"anti-arythmiques, classe I et III"
C01BA,"anti-arythmiques, classe IA"
C01BA01,quinidine
C01BA02,procaïnamide
C01BA03,disopyramide
C01BA04,spartéine
C01BA05,ajmaline
C01BA08,prajmaline
C01BA12,lorajmine
C01BA13,hydroquinidine
C01BA51,quinidine en association sauf aux psycholeptiques
C01BA71,quinidine en association avec des psycholeptiques
C01BB,"anti-arythmiques, classe IB"
C01BB01,lidocaïne
C01BB02,mexilétine
C01BB03,tocaïnide
C01BB04,aprindine
C01BC,"anti-arythmiques, classe IC"
C01BC03,propafénone
C01BC04,flécaïnide
C01BC07,lorcaïnide
C01BC08,encaïnide
C01BC09,éthacizine
C01BD,"anti-arythmiques, classe III"
C01BD01,amiodarone
C01BD02,tosilate de brétylium
C01BD03,bunaftine
C01BD04,dofétilide
C01BD05,ibutilide
C01BD06,tédisamil
C01BD07,dronédarone
C01BG,"autres anti-arythmiques, classe I et III"
C01BG01,moracizine
C01BG07,cibenzoline
C01BG11,vernakalant
C01C,stimulants cardiaques sauf glucosides cardiotoniques
C01CA,adrénergiques et dopaminergiques
C01CA01,étiléfrine
C01CA02,isoprénaline
C01CA03,norépinéphrine
C01CA04,dopamine
C01CA05,norfénéfrine
C01CA06,phényléphrine
C01CA07,dobutamine
C01CA08,oxédrine
C01CA09,métaraminol
C01CA10,méthoxamine
C01CA11,méphentermine
C01CA12,dimétofrine
C01CA13,prénaltérol
C01CA14,dopéxamine
C01CA15,gépéfrine
C01CA16,ibopamine
C01CA17,midodrine
C01CA18,octopamine
C01CA19,fénoldopam
C01CA21,cafédrine
C01CA22,arbutamine
C01CA23,théodrénaline
C01CA24,épinéphrine
C01CA25,méthylsulfate d'amézinium
C01CA26,éphédrine
C01CA27,droxidopa
C01CA28,centhaquine
C01CA30,associations (adrénergiques et dopaminergiques)
C01CA51,étiléfrine en association
C01CE,inhibiteurs de la phosphodiestérase
C01CE01,amrinone
C01CE02,milrinone
C01CE03,énoximone
C01CE04,bucladésine
C01CX,autres stimulants cardiaques
C01CX06,angiotensinamide
C01CX07,xamotérol
C01CX08,lévosimendan
C01CX09,angiotensine II
C01CX10,omécamtiv mécarbil
C01D,vasodilatateurs utilisés dans les maladies cardiaques
C01DA,dérivés nitrés
C01DA02,trinitrine
C01DA04,dinitrate de méthylpropylpropanediol
C01DA05,tétranitrate de pentaérithrityle
C01DA07,propatylnitrate
C01DA08,dinitrate d'isosorbide
C01DA09,trolnitrate
C01DA13,tétranitrate d'érithrityle
C01DA14,mononitrate d'isosorbide
C01DA20,dérivés nitrés en association
C01DA38,ténitramine
C01DA52,trinitrine en association
C01DA54,dinitrate de méthylpropylpropanediol en association
C01DA55,tétranitrate de pentaérithrityle en association
C01DA57,propatylnitrate en association
C01DA58,dinitrate d'isosorbide en association
C01DA59,trolnitrate en association
C01DA63,tétranitrate d'érithrityle en association
C01DA70,dérivés nitrés en association avec des psycholeptiques
C01DB,vasodilatateurs quinoliniques
C01DB01,floséquinan
C01DX,autres vasodilatateurs utilisés dans les maladies cardiaques
C01DX01,tosilate d'itramine
C01DX02,prénylamine
C01DX03,oxyfédrine
C01DX04,benziodarone
C01DX05,carbocromène
C01DX06,hexobendine
C01DX07,étafénone
C01DX08,heptaminol
C01DX09,imolamine
C01DX10,dilazep
C01DX11,trapidil
C01DX12,molsidomine
C01DX13,éfloxate
C01DX14,cinépazet
C01DX15,cloridarol
C01DX16,nicorandil
C01DX18,linsidomine
C01DX19,nésiritide
C01DX21,sérélaxine
C01DX22,vériciguat
C01DX51,tosilate d'itramine en association
C01DX52,prénylamine en association
C01DX53,oxyfédrine en association
C01DX54,benziodarone en association
C01E,autres préparations en cardiologie
C01EA,prostaglandines
C01EA01,alprostadil
C01EB,autres préparations en cardiologie
C01EB02,camphre
C01EB03,indométacine
C01EB04,glucosides de Crataegus
C01EB05,créatinolfosfate
C01EB06,fosfocréatine
C01EB07,fructose 1-6 diphosphate
C01EB09,ubidécarénone
C01EB10,adénosine
C01EB11,tiracizine
C01EB13,acadésine
C01EB15,trimétazidine
C01EB16,ibuprofène
C01EB17,ivabradine
C01EB18,ranolazine
C01EB21,régadénoson
C01EB22,meldonium
C01EB23,acide tiazotique
C01EB24,mavacamten
C01EX,autres produits en cardiologie en association
C02,antihypertenseurs
C02A,adrénolytiques à action centrale
C02AA,alcaloïdes du Rauwolfia
C02AA01,rescinnamine
C02AA02,réserpine
C02AA03,associations d'alcaloïdes du Rauwolfia
C02AA04,"alcaloïdes du Rauwolfia, racine entière"
C02AA05,déserpidine
C02AA06,méthoserpidine
C02AA07,biétaserpine
C02AA52,réserpine en association
C02AA53,associations d'alcaloïdes du Rauwolfia en association
C02AA57,biétaserpine en association
C02AB,méthyldopa
C02AB01,méthyldopa (lévogyre)
C02AB02,méthyldopa (racémique)
C02AC,agonistes des récepteurs à l'imidazoline
C02AC01,clonidine
C02AC02,guanfacine
C02AC04,tolonidine
C02AC05,moxonidine
C02AC06,rilménidine
C02B,adrénolytiques ganglioplégiques
C02BA,dérivés du sulfonium
C02BA01,trimétaphan
C02BB,amines secondaires et tertiaires
C02BB01,mécamylamine
C02BC,ammoniums biquaternaires
C02C,adrénolytiques à action périphérique
C02CA,alpha-bloquants
C02CA01,prazosine
C02CA02,indoramine
C02CA03,trimazosine
C02CA04,doxazosine
C02CA06,urapidil
C02CC,dérivés de la guanidine
C02CC01,bétanidine
C02CC02,guanéthidine
C02CC03,guanoxan
C02CC04,débrisoquine
C02CC05,guanoclor
C02CC06,guanazodine
C02CC07,guanoxabenz
C02D,médicaments agissant sur le muscle lisse artériolaire
C02DA,dérivés thiazidiques
C02DA01,diazoxide
C02DB,dérivés de l'hydrazinophtalazine
C02DB01,dihydralazine
C02DB02,hydralazine
C02DB03,endralazine
C02DB04,cadralazine
C02DC,dérivés de la pyrimidine
C02DC01,minoxidil
C02DD,dérivés du nitroferricyanure
C02DD01,nitroprussiate
C02DG,dérivés de la guanidine
C02DG01,pinacidil
C02K,autres antihypertenseurs
C02KA,alcaloïdes sauf ceux du Rauwolfia
C02KA01,Veratrum
C02KB,inhibiteurs de la tyrosine hydroxylase
C02KB01,métirosine
C02KC,inhibiteurs de la MAO
C02KC01,pargyline
C02KD,antagonistes de la sérotonine
C02KD01,kétansérine
C02KN,autres antihypertenseurs
C02KN01,aprocitentan
C02KX,antihypertenseurs pour l'hypertension artérielle pulmonaire
C02KX01,bosentan
C02KX02,ambrisentan
C02KX03,sitaxentan
C02KX04,macitentan
C02KX05,riociguat
C02KX52,ambrisentan et tadalafil
C02KX54,macitentan et tadalafil
C02L,antihypertenseurs et diurétiques en association
C02LA,alcaloïdes du Rauwolfia et diurétiques en association
C02LA01,réserpine et diurétiques
C02LA02,rescinnamine et diurétiques
C02LA03,déserpidine et diurétiques
C02LA04,méthoserpidine et diurétiques
C02LA07,biétaserpine et diurétiques
C02LA08,"alcaloïdes du Rauwolfia, racine entière, et diurétiques"
C02LA09,syrosingopine et diurétiques
C02LA50,"associations d'alcaloïdes du Rauwolfia et diurétiques, autres associations incluses"
C02LA51,réserpine et diurétiques en association avec d'autres médicaments
C02LA52,rescinnamine et diurétiques en association avec d'autres médicaments
C02LA71,réserpine et diurétiques en association avec des psycholeptiques
C02LB,méthyldopa et diurétiques en association
C02LB01,méthyldopa (lévogyre) et diurétiques
C02LC,agonistes des récepteurs à l'imidazoline en association avec des diurétiques
C02LC01,clonidine et diurétiques
C02LC05,moxonidine et diurétiques
C02LC51,clonidine et diurétiques en association avec d'autres médicaments
C02LE,alpha-bloquants et diurétiques
C02LE01,prazosine et diurétiques
C02LF,dérivés de la guanidine et diurétiques
C02LF01,guanéthidine et diurétiques
C02LG,dérivés de l'hydrazinophtalazine et diurétiques
C02LG01,dihydralazine et diurétiques
C02LG02,hydralazine et diurétiques
C02LG03,picodralazine et diurétiques
C02LG51,dihydralazine et diurétiques en association avec d'autres médicaments
C02LG73,picodralazine et diurétiques en association avec des psycholeptiques
C02LK,"alcaloïdes sauf ceux du Rauwolfia, en association avec des diurétiques"
